1997-10-07T07:54:23.264,1997-10-07T08:06:47.264,""
1997-10-07T10:06:23.260,1997-10-07T10:18:47.259,""
1997-10-09T02:06:23.174,1997-10-09T02:18:47.173,""
1997-10-11T02:54:23.069,1997-10-11T03:06:47.068,""
1997-10-11T21:54:23.028,1997-10-11T22:18:47.027,""
1997-10-15T01:42:22.865,1997-10-15T02:42:46.863,""
1997-10-17T02:42:22.760,1997-10-17T03:54:46.757,""
1997-10-19T02:42:22.657,1997-10-19T02:54:46.656,""
1997-10-20T04:30:22.601,1997-10-20T04:42:46.601,""
1997-10-21T01:42:22.556,1997-10-21T01:54:46.555,""
1997-10-22T18:30:22.468,1997-10-22T19:18:46.466,""
1997-10-22T20:54:22.463,1997-10-22T21:30:46.462,""
1997-10-22T22:42:22.459,1997-10-22T23:06:46.458,""
1997-10-24T01:30:22.402,1997-10-24T01:42:46.401,""
1997-10-24T02:42:22.399,1997-10-24T02:54:46.399,""
1997-10-24T03:18:22.398,1997-10-24T03:30:46.397,""
1997-10-25T03:54:22.345,1997-10-25T04:06:46.344,""
1997-10-25T14:42:22.322,1997-10-25T15:06:46.321,""
1997-10-27T01:42:22.246,1997-10-27T02:30:46.245,""
1997-10-28T14:30:22.167,1997-10-28T14:54:46.166,""
1997-10-28T15:55:10.164,1997-10-28T16:06:46.164,""
1997-10-29T09:18:22.127,1997-10-29T09:30:46.126,""
1997-10-30T04:15:10.086,1997-10-30T04:30:46.086,""
1997-10-30T05:54:22.083,1997-10-30T06:18:46.082,""
1997-10-30T10:06:22.074,1997-10-30T11:42:46.070,""
1997-10-31T05:42:22.031,1997-10-31T05:54:46.031,""
1997-10-31T07:06:22.028,1997-10-31T08:54:46.025,""
1997-11-01T13:06:21.964,1997-11-01T13:30:45.963,""
1997-11-01T20:54:21.947,1997-11-01T21:30:45.946,""
1997-11-01T23:06:21.943,1997-11-02T01:18:45.938,""
1997-11-02T19:49:45.898,1997-11-02T20:13:57.897,""
1997-11-02T20:19:45.897,1997-11-02T20:25:57.897,""
1997-11-02T20:31:45.896,1997-11-02T20:37:57.896,""
1997-11-02T20:55:45.896,1997-11-02T21:01:57.895,""
1997-11-02T21:37:45.894,1997-11-03T00:40:09.888,""
1997-11-03T01:14:05.886,1997-11-03T01:36:09.886,""
1997-11-03T17:29:49.851,1997-11-03T17:42:01.851,""
1997-11-03T17:53:49.851,1997-11-03T18:18:01.850,""
1997-11-03T19:23:49.847,1997-11-03T20:30:01.845,""
1997-11-04T01:00:57.835,1997-11-04T01:11:01.835,""
1997-11-04T06:48:57.823,1997-11-04T07:35:01.821,""
1997-11-04T07:36:57.821,1997-11-04T07:43:01.821,""
1997-11-04T09:14:57.818,1997-11-04T10:03:01.816,""
1997-11-04T11:24:57.813,1997-11-04T11:37:01.812,""
1997-11-04T12:53:49.810,1997-11-04T13:00:01.810,""
1997-11-04T23:29:49.787,1997-11-05T02:07:01.781,""
1997-11-05T05:00:57.775,1997-11-05T05:49:01.773,""
1997-11-05T23:32:49.735,1997-11-05T23:51:01.735,""
1997-11-05T23:56:49.734,1997-11-06T00:39:01.733,""
1997-11-06T00:56:49.732,1997-11-06T01:09:01.732,""
1997-11-06T05:05:55.723,1997-11-06T05:15:01.723,""
1997-11-06T07:02:55.719,1997-11-06T09:33:01.714,""
1997-11-06T10:26:55.712,1997-11-06T10:36:01.712,""
1997-11-06T12:38:49.707,1997-11-06T12:51:01.707,""
1997-11-06T13:08:49.706,1997-11-06T13:15:01.706,""
1997-11-06T23:02:49.685,1997-11-07T02:27:01.677,""
1997-11-07T04:44:49.673,1997-11-07T04:51:01.672,""
1997-11-07T05:14:49.671,1997-11-07T05:27:01.671,""
1997-11-07T06:20:49.669,1997-11-07T06:33:01.669,""
1997-11-07T07:44:49.666,1997-11-07T07:51:01.666,""
1997-11-07T08:08:49.665,1997-11-07T08:15:01.665,""
1997-11-07T08:20:49.665,1997-11-07T08:33:01.664,""
1997-11-07T08:38:49.664,1997-11-07T08:51:01.664,""
1997-11-07T10:26:37.660,1997-11-07T10:51:01.659,""
1997-11-08T04:02:37.622,1997-11-08T04:27:01.622,""
1997-11-08T08:38:37.613,1997-11-08T08:51:01.612,""
1997-11-08T19:38:37.589,1997-11-08T19:51:01.588,""
1997-11-08T20:02:37.588,1997-11-08T20:15:01.588,""
1997-11-08T20:41:49.587,1997-11-08T21:03:01.586,""
1997-12-15T10:37:35.700,1997-12-15T10:49:59.699,""
1997-12-16T09:37:59.650,1997-12-16T09:49:59.650,""
1997-12-16T11:21:35.647,1997-12-16T11:31:11.646,"POWER ON RESET"
1997-12-16T15:32:47.638,1997-12-16T15:37:59.637,""
1997-12-16T18:49:35.630,1997-12-16T19:13:59.630,""
1997-12-20T17:50:15.426,1998-02-09T20:27:58.790,"SPACECRAFT ANOMALY/SAFING"
1998-02-11T06:26:22.717,1998-02-11T09:40:30.710,""
1998-02-12T01:35:00.009,1998-03-25T05:54:36.551,"SOLAR CONJUNCTION"
1998-03-29T03:00:42.351,1998-03-29T03:13:06.351,""
1998-03-29T08:48:42.339,1998-03-29T09:13:06.338,""
1998-03-30T03:24:42.299,1998-03-30T03:37:06.299,""
1998-03-30T13:41:30.277,1998-03-30T16:03:06.272,"ONBOARD AACS OUTAGE"
1998-04-04T12:58:30.021,1998-04-04T18:55:25.341,""
1998-04-23T11:08:56.378,1998-04-24T03:54:59.676,"OPT/AVG BUFFER FILLED"
1998-04-28T14:09:02.114,1998-04-29T17:55:20.721,"OPT/AVG BUFFER FILLED"
1998-05-22T03:03:28.901,1998-05-22T16:25:17.539,"TELEMETRY OUTAGE"
1998-05-25T19:22:42.711,1998-05-30T21:01:59.117,"SPACECRAFT ANOMALY/SAFING"
1998-05-31T18:00:47.072,1998-05-31T18:24:23.071,""
1998-05-31T18:36:11.070,1998-05-31T18:42:23.070,""
1998-05-31T22:18:11.062,1998-05-31T22:30:23.062,""
1998-06-01T00:42:11.057,1998-06-01T00:48:23.057,""
1998-06-06T08:42:33.449,1998-06-06T21:55:16.087,"OPT/AVG BUFFER FILLED"
1998-06-23T04:57:04.581,1998-06-25T23:55:13.770,"NO COVERAGE: TRACK RELEASED TO SOHO"
1998-06-30T10:09:16.209,1998-06-30T14:25:04.867,"OPT/AVG BUFFER FILLED"
1998-07-16T08:09:07.389,1998-07-16T13:54:55.376,"TELEMETRY OUTAGE"
1998-07-20T08:33:20.739,1998-07-20T08:39:32.739,""
1998-07-20T16:17:50.723,1998-07-20T16:24:02.723,""
1998-07-20T17:17:50.721,1998-07-24T15:13:07.190,"SPACECRAFT ANOMALY/SAFING"
1998-07-25T06:48:19.157,1998-07-25T06:59:31.157,""
1998-07-25T20:59:07.127,1998-07-26T11:47:31.096,""
1998-07-26T12:47:07.094,1998-07-26T12:59:31.094,""
1998-07-26T22:23:07.074,1998-07-27T11:35:31.046,""
1998-07-27T16:59:07.035,1998-07-27T17:11:31.034,""
1998-07-27T18:35:07.031,1998-07-27T18:47:31.031,""
1998-07-27T20:47:07.027,1998-07-27T21:59:31.024,""
1998-07-28T02:59:07.014,1998-07-28T05:23:31.009,""
1998-07-28T16:47:06.985,1998-07-28T21:59:30.974,""
1998-07-29T06:35:06.956,1998-07-29T06:47:30.955,""
1998-07-29T06:59:06.955,1998-07-29T07:11:30.954,""
1998-07-29T08:23:06.952,1998-07-29T08:35:30.952,""
1998-07-30T08:59:06.900,1998-07-30T11:35:30.895,""
1998-07-31T21:02:18.824,1998-07-31T21:11:30.824,""
1998-08-02T03:59:06.759,1998-08-02T11:23:30.744,""
1998-08-03T06:47:06.703,1998-08-03T11:23:30.693,""
1998-08-03T23:23:06.668,1998-08-03T23:35:30.668,""
1998-08-04T06:11:06.654,1998-08-04T11:11:30.643,""
1998-08-04T19:47:06.625,1998-08-05T11:11:30.593,""
1998-08-05T22:23:06.569,1998-08-05T22:47:30.568,""
1998-08-06T06:59:06.551,1998-08-06T10:59:30.543,""
1998-08-07T05:47:06.503,1998-08-07T10:59:30.492,""
1998-08-08T03:59:06.457,1998-08-08T21:23:30.420,""
1998-08-09T18:02:18.377,1998-08-09T18:22:42.376,"ONBOARD AACS OUTAGE"
1998-08-09T22:41:30.367,1998-08-09T22:59:30.366,""
1998-08-10T05:35:06.352,1998-08-10T10:47:30.341,""
1998-08-11T04:11:06.305,1998-08-11T10:47:30.291,""
1998-08-11T16:59:06.278,1998-08-11T17:11:30.278,""
1998-08-11T21:59:06.267,1998-08-12T10:35:30.241,""
1998-08-12T14:47:06.232,1998-08-12T15:23:30.231,""
1998-08-12T23:23:06.214,1998-08-13T10:35:30.190,""
1998-08-13T10:47:06.190,1998-08-13T11:47:30.188,""
1998-08-13T13:11:06.185,1998-08-13T13:35:30.184,""
1998-08-13T13:59:06.183,1998-08-13T14:35:30.182,""
1998-08-13T15:11:06.181,1998-08-13T16:11:30.179,""
1998-08-13T17:18:18.176,1998-08-13T17:35:30.176,""
1998-08-14T00:59:06.160,1998-08-14T10:35:30.140,""
1998-08-14T20:23:06.119,1998-08-14T20:35:30.119,""
1998-08-15T00:59:06.110,1998-08-15T10:23:30.090,""
1998-08-15T17:11:06.076,1998-08-15T17:59:30.074,""
1998-08-16T03:11:06.055,1998-08-16T10:23:30.040,""
1998-08-16T22:47:06.013,1998-08-16T23:35:30.012,""
1998-08-17T00:59:06.009,1998-08-17T13:11:29.983,""
1998-08-17T15:11:05.979,1998-08-17T15:23:29.979,""
1998-08-17T15:47:05.978,1998-08-17T16:11:29.977,""
1998-08-17T19:12:17.971,1998-08-17T19:18:17.970,"ONBOARD AACS OUTAGE"
1998-08-17T20:11:05.968,1998-08-17T21:11:29.966,""
1998-08-20T06:47:05.845,1998-08-20T09:59:29.839,""
1998-08-21T08:47:05.791,1998-08-21T12:11:29.783,""
1998-08-21T15:59:05.775,1998-08-21T18:35:29.770,""
1998-08-22T03:23:05.752,1998-08-22T09:59:29.738,""
1998-08-23T22:47:05.660,1998-08-23T22:59:29.660,""
1998-08-25T20:11:05.565,1998-08-25T20:23:29.564,""
1998-08-25T22:55:05.559,1998-08-25T23:23:29.558,""
1998-08-25T23:47:05.557,1998-08-26T00:23:29.556,""
1998-08-26T02:59:05.551,1998-08-26T10:11:29.535,""
1998-08-26T17:13:53.521,1998-08-26T17:23:29.520,""
1998-08-30T19:23:05.314,1998-08-30T19:35:29.314,""
1998-08-31T03:35:05.297,1998-08-31T09:11:29.285,""
1998-08-31T18:01:29.267,1998-08-31T18:20:41.266,"ONBOARD AACS OUTAGE"
1998-08-31T19:11:53.264,1998-08-31T19:23:29.264,""
1998-09-03T08:59:05.134,1998-09-03T09:11:29.134,""
1998-09-03T21:47:05.107,1998-09-03T21:59:29.107,""
1998-09-04T11:11:05.079,1998-09-04T11:23:29.079,""
1998-09-04T17:35:05.066,1998-09-04T19:23:29.062,""
1998-09-05T05:11:05.041,1998-09-05T11:47:29.027,""
1998-09-06T03:23:04.995,1998-09-06T08:47:28.983,""
1998-09-07T03:19:52.944,1998-09-07T08:44:16.933,""
1998-09-08T01:43:52.897,1998-09-08T02:32:16.895,""
1998-09-08T18:19:52.862,1998-09-08T19:08:16.861,""
1998-09-09T10:31:52.828,1998-09-09T14:56:16.819,""
1998-09-09T18:19:52.812,1998-09-09T18:32:16.811,""
1998-09-09T21:19:52.805,1998-09-09T22:44:16.802,""
1998-09-15T06:30:16.534,1998-09-15T07:59:04.531,""
1998-09-17T01:46:40.443,1998-09-17T18:47:04.407,""
1998-09-19T02:59:04.339,1998-09-19T10:34:14.323,"TELEMETRY OUTAGE"
1998-09-25T04:04:46.034,1998-09-25T04:19:52.034,""
1998-09-25T17:41:52.006,1998-09-25T17:54:04.005,""
1998-09-25T18:17:52.004,1998-09-25T18:24:04.004,""
1998-09-25T19:59:52.001,1998-09-25T20:12:04.000,""
1998-09-26T01:41:51.989,1998-09-26T01:48:03.988,""
1998-09-27T00:05:39.942,1998-09-27T00:18:03.941,""
1998-10-03T13:22:36.944,1998-10-05T12:17:32.845,"TELEMETRY OUTAGE"
1998-11-10T12:13:08.361,1998-11-14T13:54:32.823,"NO COVERAGE: TRACK RELEASED TO VOYAGER 2"
1998-11-21T22:26:01.180,1998-11-21T22:50:25.179,""
1998-11-21T23:26:01.177,1998-11-21T23:38:25.177,""
1998-11-22T04:11:49.167,1998-11-23T18:16:15.755,"SPACECRAFT ANOMALY/SAFING"
1998-11-23T23:01:03.745,1998-11-23T23:25:27.744,""
1998-11-24T00:13:03.742,1998-11-24T04:01:27.734,""
1998-11-25T08:37:03.674,1998-11-25T08:49:27.674,""
1998-11-25T21:49:03.647,1998-11-25T22:01:27.646,""
1998-11-25T23:49:03.643,1998-11-26T00:13:27.642,""
1998-11-26T02:13:03.638,1998-11-26T02:25:27.637,""
1998-11-26T21:49:03.597,1998-11-26T22:01:27.596,""
1998-11-29T06:13:03.479,1998-11-29T06:25:27.478,""
1998-11-29T09:49:03.471,1998-11-29T10:13:27.470,""
1998-11-30T05:49:03.429,1998-11-30T06:01:27.429,""
1998-11-30T15:21:51.410,1998-11-30T15:47:51.409,""
1998-11-30T18:02:39.404,1998-11-30T18:19:03.403,"ONBOARD AACS OUTAGE"
1998-12-04T22:35:27.194,1998-12-04T22:59:51.193,""
1998-12-07T15:47:27.058,1998-12-07T15:59:51.057,""
1998-12-07T18:47:27.051,1998-12-07T18:59:51.051,""
1998-12-07T22:35:27.043,1998-12-08T02:47:51.035,""
1998-12-08T22:23:26.994,1998-12-08T22:47:50.993,""
1998-12-09T15:35:26.958,1998-12-09T16:47:50.955,""
1998-12-09T19:35:26.949,1998-12-09T19:47:50.949,""
1998-12-09T21:23:26.945,1998-12-09T21:47:50.945,""
1998-12-10T02:59:26.934,1998-12-10T03:11:50.933,""
1998-12-10T10:11:26.919,1998-12-10T10:23:50.918,""
1998-12-10T10:35:26.918,1998-12-10T10:47:50.917,""
1998-12-10T12:11:26.915,1998-12-10T12:23:50.914,""
1998-12-11T01:23:26.887,1998-12-11T01:47:50.886,""
1998-12-11T02:23:26.885,1998-12-11T02:59:50.884,""
1998-12-11T18:35:26.851,1998-12-11T18:47:50.851,""
1998-12-11T20:02:38.848,1998-12-11T20:19:02.847,"ONBOARD AACS OUTAGE"
1998-12-12T00:35:26.838,1998-12-12T01:59:50.836,""
1998-12-12T15:35:26.807,1998-12-12T17:35:50.803,""
1998-12-14T12:19:50.714,1998-12-14T12:32:14.713,""
1998-12-16T13:19:26.611,1998-12-16T16:43:50.604,""
1998-12-17T10:49:26.566,1998-12-17T10:55:50.566,""
1998-12-17T18:19:26.551,1998-12-17T18:31:50.550,""
1998-12-18T18:43:26.500,1998-12-18T18:55:50.499,""
1998-12-20T20:03:02.397,1998-12-21T15:27:26.356,"NO COVERAGE: COVERAGE RELEASED TO NEAR"
1998-12-21T16:51:02.353,1998-12-21T17:15:26.352,"NO COVERAGE: COVERAGE RELEASED TO NEAR"
1998-12-21T17:27:02.352,1998-12-23T12:39:26.261,"NO COVERAGE: COVERAGE RELEASED TO NEAR"
1998-12-23T15:15:02.256,1998-12-23T15:39:26.255,""
1998-12-23T23:27:02.239,1998-12-24T05:51:26.226,""
1998-12-24T09:15:02.218,1998-12-24T10:39:26.215,""
1998-12-27T17:23:50.051,1998-12-27T19:24:14.047,""
1998-12-27T20:47:50.044,1998-12-27T21:00:14.043,""
1998-12-28T08:35:50.019,1998-12-28T08:48:14.019,""
1998-12-29T11:05:49.964,1998-12-29T11:18:13.963,""
1998-12-29T12:05:49.962,1998-12-29T12:30:13.961,""
1998-12-29T17:05:49.951,1998-12-29T19:06:13.947,""
1998-12-29T22:17:49.940,1998-12-30T05:06:13.926,""
1998-12-30T14:05:49.907,1998-12-30T14:18:13.907,""
1999-01-31T08:36:35.315,1999-01-31T09:48:59.313,""
1999-01-31T10:24:35.311,1999-01-31T10:36:59.311,""
1999-01-31T16:36:35.298,1999-01-31T16:48:59.298,""
1999-01-31T20:00:35.291,1999-01-31T20:05:47.291,"ONBOARD AACS OUTAGE"
1999-01-31T20:34:11.290,1999-01-31T20:42:11.290,"ONBOARD AACS OUTAGE"
1999-02-01T02:38:59.279,1999-02-11T02:41:30.109,"SPACECRAFT ANOMALY/SAFING"
1999-03-03T19:08:43.738,1999-03-04T04:24:50.386,"OPT/AVG BUFFER FILLED"
1999-03-06T11:57:27.603,1999-03-07T21:54:50.865,"TELEMETRY OUTAGE"
1999-03-23T15:16:38.743,1999-04-14T04:54:55.662,"SOLAR CONJUNCTION"
1999-05-03T04:12:38.045,1999-05-03T04:25:02.044,""
1999-05-03T07:00:38.039,1999-05-03T07:13:02.038,""
1999-05-03T08:36:38.035,1999-05-03T08:49:02.035,""
1999-05-03T18:00:38.017,1999-05-03T18:25:02.015,""
1999-05-04T03:36:37.996,1999-05-04T03:49:01.995,""
1999-05-04T07:35:25.987,1999-05-04T07:49:01.987,""
1999-05-04T08:00:37.986,1999-05-04T08:13:01.986,""
1999-05-04T13:24:37.975,1999-05-04T13:37:01.975,""
1999-05-04T13:53:25.974,1999-05-04T14:25:01.973,""
1999-05-04T14:34:13.973,1999-05-04T15:01:01.972,""
1999-05-04T15:36:37.971,1999-05-04T15:49:01.970,""
1999-05-04T16:24:37.969,1999-05-04T17:01:01.968,""
1999-05-04T21:36:37.958,1999-05-04T21:49:01.958,""
1999-05-05T09:24:37.933,1999-05-05T09:37:01.933,""
1999-05-05T12:00:37.928,1999-05-05T12:13:01.928,""
1999-05-05T13:12:37.926,1999-05-05T15:13:01.921,""
1999-05-05T15:24:37.921,1999-05-05T16:49:01.918,""
1999-05-05T17:00:37.918,1999-05-05T17:49:01.916,""
1999-05-07T20:55:25.809,1999-05-07T21:55:49.807,""
1999-05-08T03:43:25.795,1999-05-08T03:55:49.795,""
1999-05-08T07:43:25.787,1999-05-08T07:55:49.786,""
1999-05-09T02:25:49.748,1999-05-09T02:31:49.747,""
1999-05-10T07:19:25.687,1999-05-10T07:31:49.687,""
1999-05-10T12:43:25.676,1999-05-10T13:55:49.673,""
1999-05-13T23:32:13.503,1999-05-13T23:49:25.502,"ONBOARD AACS OUTAGE"
1999-05-14T07:28:37.486,1999-05-14T07:53:01.486,""
1999-05-14T22:40:37.455,1999-05-14T23:53:01.452,""
1999-05-15T00:52:37.450,1999-05-15T01:05:01.450,""
1999-05-15T01:52:37.448,1999-05-15T02:05:01.448,""
1999-05-28T12:08:55.442,1999-05-28T18:55:23.428,"OPT/AVG BUFFER FILLED"
1999-06-22T12:08:30.189,1999-06-22T16:54:38.846,"OPT/AVG BUFFER FILLED"
1999-06-29T12:01:47.172,1999-06-29T14:50:11.166,""
1999-06-29T16:13:47.163,1999-06-29T16:38:11.162,""
1999-06-30T07:13:47.132,1999-06-30T07:26:11.131,""
1999-06-30T08:25:47.129,1999-06-30T08:38:11.129,""
1999-06-30T11:37:47.123,1999-06-30T12:02:11.122,""
1999-07-01T00:49:47.095,1999-07-01T01:02:11.095,""
1999-07-02T07:03:23.032,1999-07-02T07:16:23.031,"ONBOARD AACS OUTAGE"
1999-07-02T07:59:35.030,1999-07-02T08:09:11.030,"ONBOARD AACS OUTAGE"
1999-07-02T13:35:47.018,1999-07-02T13:48:11.018,""
1999-07-02T13:59:47.017,1999-07-02T14:12:11.017,""
1999-07-24T07:08:33.263,1999-07-24T21:24:57.900,"OPT/AVG BUFFER FILLED"
1999-08-12T13:28:16.964,1999-08-12T13:41:40.964,""
1999-08-12T13:46:28.963,1999-08-12T14:00:00.963,""
1999-08-12T18:27:44.954,1999-08-12T18:59:52.953,""
1999-08-13T07:59:48.925,1999-08-13T08:06:00.925,""
1999-08-13T20:04:36.900,1999-08-13T20:45:00.899,""
1999-08-13T21:44:36.897,1999-08-13T21:57:00.896,""
1999-09-05T16:51:21.754,1999-09-06T07:57:19.056,""
1999-09-15T11:17:53.265,1999-09-15T11:24:05.264,""
1999-09-21T03:53:40.979,1999-09-21T04:06:04.979,""
1999-09-21T09:05:40.968,1999-09-21T11:06:04.964,""
1999-09-21T14:41:40.957,1999-09-21T15:30:04.955,""
1999-09-23T11:05:40.864,1999-09-23T13:30:04.859,""
1999-09-24T04:17:40.828,1999-09-24T07:18:04.822,""
1999-09-24T08:17:40.820,1999-09-24T08:30:04.819,""
1999-09-24T12:41:40.811,1999-09-24T13:42:04.808,""
1999-09-24T15:41:40.804,1999-09-24T16:54:04.802,""
1999-09-24T17:17:40.801,1999-09-24T17:30:04.800,""
1999-09-25T06:41:40.773,1999-09-25T06:54:04.772,""
1999-09-25T09:53:40.766,1999-09-25T10:18:04.765,""
1999-09-25T11:29:40.763,1999-09-25T11:54:04.762,""
1999-09-26T08:02:28.720,1999-09-26T08:20:04.719,"ONBOARD AACS OUTAGE"
1999-09-26T18:50:28.697,1999-09-26T19:18:04.696,""
1999-09-27T12:41:40.660,1999-09-27T12:54:04.660,""
1999-09-28T01:41:17.966,1999-09-28T06:54:44.622,""
1999-10-05T17:33:31.582,1999-10-06T12:38:06.209,""
1999-10-10T08:01:52.018,1999-10-10T08:08:04.018,""
1999-10-10T09:09:28.016,1999-10-11T03:30:49.977,"SPACECRAFT SAFING"
1999-10-11T07:58:13.968,1999-10-11T08:22:25.967,""
1999-10-19T20:12:37.541,1999-10-19T20:37:01.541,""
1999-10-19T20:47:25.540,1999-10-19T21:13:01.539,""
1999-10-21T21:00:37.439,1999-10-21T22:13:01.437,""
1999-10-22T10:24:37.411,1999-10-22T10:49:01.411,""
1999-10-22T11:24:37.409,1999-10-22T11:37:01.409,""
1999-10-24T08:12:37.316,1999-10-24T17:37:01.296,""
1999-10-25T11:00:37.260,1999-10-25T14:25:01.253,""
1999-10-26T07:48:37.216,1999-10-26T08:01:01.216,""
1999-10-26T08:24:37.215,1999-10-26T09:13:01.213,""
1999-10-27T02:36:37.177,1999-10-27T02:49:01.177,""
1999-10-28T02:12:37.128,1999-10-28T02:25:01.127,""
1999-10-29T19:39:25.041,1999-10-29T19:49:01.041,""
1999-11-01T22:18:53.552,1999-11-05T15:54:58.031,"TELEMETRY OUTAGE: HEAVY RAIN AT GROUND STATION"
1999-11-26T00:01:35.678,1999-11-26T04:33:53.668,"SPACECRAFT SAFING"
1999-11-26T05:54:17.666,1999-11-26T06:05:53.665,""
1999-11-26T06:53:29.664,1999-11-26T07:05:53.663,""
1999-11-26T08:22:05.660,1999-11-26T08:40:17.660,""
1999-11-26T10:09:17.657,1999-11-26T10:16:53.656,""
1999-11-26T10:51:41.655,1999-11-26T10:59:17.655,""
1999-11-26T11:34:05.654,1999-11-26T11:40:17.654,""
1999-11-26T13:16:05.650,1999-11-26T13:22:17.650,""
1999-11-26T14:33:17.648,1999-11-26T14:46:29.647,""
1999-11-26T15:39:53.645,1999-11-26T17:12:05.642,""
1999-11-26T18:22:05.640,1999-11-26T18:28:17.639,""
1999-11-26T20:40:05.635,1999-11-26T20:46:17.635,""
1999-11-26T20:52:05.634,1999-11-26T20:58:17.634,""
1999-11-26T23:57:29.628,1999-11-27T00:04:41.628,""
1999-11-27T01:27:29.625,1999-11-29T00:54:50.192,"OPT/AVG DATA CORRUPTED: SNAPSHOT MODE ON"
2000-01-02T08:42:39.804,2000-01-02T08:55:03.803,""
2000-01-02T20:42:39.779,2000-01-02T20:55:03.778,""
2000-01-03T20:20:51.729,2000-01-03T20:33:03.729,""
2000-01-03T22:26:51.725,2000-01-03T22:33:03.725,""
2000-01-04T11:02:51.699,2000-01-04T11:09:03.698,""
2000-01-04T12:20:51.696,2000-01-04T12:27:03.696,""
2000-01-04T12:32:51.695,2000-01-04T12:39:03.695,""
2000-01-04T16:12:03.688,2000-01-04T16:36:27.687,""
2000-01-04T22:24:03.675,2000-01-04T22:36:27.674,""
2000-02-08T06:25:55.953,2000-02-08T22:36:35.919,""
